type;title;director;country;co_production;date_added;release_year;duration;description
TV Show;The Joel McHale Show with Joel McHale;;United States;N;15/07/2018;2018;2;Trending news, pop culture, social media, original sketches and more come together in host Joel McHale's new weekly comedy commentary show.
TV Show;Meteor Garden;;China;N;14/07/2018;2018;1;Dong Shancai is determined to excel at her dream university, where she encounters an elite clique of dashing, popular high-achievers – and finds love.
Movie;How It Ends;David M. Rosenthal;United States;N;13/07/2018;2018;113;When a mysterious disaster turns the country into a war zone, a young lawyer heads west with his future father-in-law to find his pregnant fiancée.
Movie;Jim Jefferies: This Is Me Now;Scott Zabielski;United States;N;13/07/2018;2018;71;"The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special."
Movie;Romina;Diego Cohen;Mexico;N;13/07/2018;2018;75;A shocking assault inspires horrific violence when a group of teens encounters a girl from their school while camping in a remote spot.
TV Show;Mossad 101;;Israel;N;11/07/2018;2017;2;Cadets from every level of Israeli society undergo intense training to join their country's elite, highly classified intelligence service, the Mossad.
TV Show;Baby Ballroom;;United Kingdom;N;10/07/2018;2018;2;Step into the cutthroat world of kids' ballroom dancing, where ambitious instructors, proud parents and pint-sized performers waltz to win.
TV Show;Drug Lords;;United States;N;10/07/2018;2018;2;Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down.
TV Show;Mr. Sunshine;Lee Eung-bok;South Korea;N;08/07/2018;2018;1;A young boy who ends up in the U.S. after the 1871 Shinmiyangyo incident returns to Korea at a historical turning point and falls for a noblewoman.
TV Show;First Team: Juventus;;United States;N;06/07/2018;2018;2;Follow renowned soccer club Juventus on and off the pitch as they attempt to win a seventh straight Italian title and achieve Champions League glory.
Movie;Luciano Mellera: Infantiloide;Raúl Campos, Jan Suter;Argentina;N;06/07/2018;2018;66;Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.
Movie;The Legacy of a Whitetail Deer Hunter;Jody Hill;United States;N;06/07/2018;2018;83;A star of hunting videos strives to bond with his 12-year-old son on a wilderness trip but learns familial connections can't be forced.
Movie;The Skin of the Wolf;Samu Fuentes;Spain;N;06/07/2018;2018;110;An animal trapper living in an abandoned mountain town in northern Spain seeks to resolve his loneliness by securing a wife.
Movie;White Fang;Alexandre Espigares;France, Luxembourg, United States;Y;06/07/2018;2018;88;A loyal wolfdog's curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.
Movie;Sommore: Chandelier Status;Kevin Layne;United States;N;04/07/2018;2013;77;Luminous funnywoman Sommore wows Miami with her unique take on body modification, Internet sex, the world of celebrities and more.
Movie;Felipe Esparza: They're Not Going to Laugh at You;Scott L. Montoya;United States;N;03/07/2018;2012;58;"""Last Comic Standing"" winner Felipe Esparza runs riot in his first comedy special with his wry comments on life as a wild man from East Los Angeles."
Movie;Joan Rivers: Don't Start with Me;Scott L. Montoya;United States;N;03/07/2018;2012;69;At 78, Joan Rivers has no interest in slowing down, and no one's immune from her caustic barbs in this stand-up special.
Movie;Katt Williams: Kattpacalypse;Marcus Raboy;United States;N;03/07/2018;2012;61;Urban comic Katt Williams ushers in Kattpacalypse, exploding with more energy than an atomic bomb and riffing on everything from Doomsday to Obama.
Movie;King of Peking;Sam Voutas;China, United States, Australia;Y;02/07/2018;2018;88;Strapped for cash, a traveling projectionist begins to run a DVD pirating business, putting him at odds with his young, skeptical son.
Movie;Anthony Kaun Hai?;Raj Kaushal;India;N;01/07/2018;2006;122;A forger uses a fake identity in trying to retrieve stolen diamonds buried in a penitentiary, unaware a mob assassin is on the trail of his phony alias.
Movie;Bo Burnham: what.;Bo Burnham, Christopher Storer;United States;N;01/07/2018;2013;60;Left brain and right brain duke it out – and ultimately belt out a melody – in stand-up comedian Bo Burnham's quick and clever one-man show.
Movie;Chalte Chalte;Aziz Mirza;India;N;01/07/2018;2003;166;Priya and Raj are polar opposites. Raj is brash and earthy, while Pirya is sophisticated and something of a perfectionist in all she does. They really are like oil and water, but nonetheless, they dare to fall in love.
Movie;Deewana Main Deewana;K.C. Bokadia;India;N;01/07/2018;2013;107;A man's instant attraction to a woman becomes an obsession as he adopts a friend's identity and even commits murder in order to get closer to her.
Movie;Duck Butter;Miguel Arteta;United States;N;01/07/2018;2018;94;Wary of dishonesty in relationships, two young women embark on a 24-hour experiment on intimacy, but their romance flounders as the clock winds down.
Movie;I Am Kalam;Nila Madhab Panda;India;N;01/07/2018;2010;87;An intelligent boy born into poverty befriends the son of a once noble family and is inspired by the life of India's president to pursue an education.
Movie;My Birthday Song;Samir Soni;India;N;01/07/2018;2018;92;After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction.
Movie;Namastey London;Vipul Amrutlal Shah;India;N;01/07/2018;2007;130;"To her Indian parents' dismay, London-born Jasmeet ""Jazz"" Malhotra longs for everything Western, including her British boyfriend. On a family trip to India, her father arranges Jazz's nuptials to Arjun Ballu Singh, who's smitten with his new bride."
TV Show;NCIS;;United States;N;01/07/2018;2017;15;Follow the quirky agents of the NCIS – the Naval Criminal Investigative Service – as they track down terrorists and other high-profile criminals.
Movie;Soul Robbers;Juan Antonio de la Riva;Mexico;N;01/07/2018;2015;88;During Mexico's War of Independence, a group of men face unimaginable horrors when they attempt to steal from the seemingly helpless Cordero sisters.
Movie;Tum Milo Toh Sahi;Kabir Sadanand;India;N;01/07/2018;2010;128;An astute but old-fashioned law clerk steps up to help the owner of a cafe in a legal battle that has both business and personal ramifications.
Movie;What We Started;Bert Marcus, Cyrus Saidi;United States;N;01/07/2018;2017;96;DJs and industry insiders offer a backstage pass to the world of electronic dance music, reflecting on its radical origins and the future of the genre.
Movie;Zoo;Shlok Sharma;India;N;01/07/2018;2018;94;A drug dealer starts having doubts about his trade as his brother, his client, and two rappers from the slums each battle their own secret addictions.
Movie;Bill Burr: You People Are All the Same;Jay Karas;United States;N;30/06/2018;2012;69;Funnyman Bill Burr takes the stage to uncork a profanity-laced, incisive routine that pokes fun at plastic surgery, reality TV, gold diggers and more.
TV Show;Somewhere Between;;United States;N;30/06/2018;2017;1;A local news producer is given one chance to relive a deadly week and stop a serial killer. If she fails, she'll lose her daughter forever.
Movie;The Maus;Yayo Herrero;Spain;N;30/06/2018;2017;90;While traveling with her German boyfriend, Selma is confronted by the violent remnants of the Bosnian War and the ethnic cleansing her family faced.
Movie;Calibre;Matt Palmer;United Kingdom;N;29/06/2018;2018;101;Two lifelong friends on a hunting trip in Scotland find their nerves – and their morals – ruthlessly tested after a harrowing turn of events.
TV Show;Churchill’s Secret Agents: The New Recruits;;United Kingdom;N;29/06/2018;2018;1;In this history-steeped reality series, 14 contestants undergo the same rigorous four-day selection process as Britain's top-secret World War II spies.
Movie;Jani Dueñas: Grandes fracasos de ayer y hoy;Raúl Campos, Jan Suter;Chile;N;29/06/2018;2018;77;Chilean comedian and personality Jani Dueñas pours out her feelings on issues that are all too universal, from aging to dieting to sex.
TV Show;Kiss Me First;;United Kingdom, United States;Y;29/06/2018;2018;1;A lonely young woman hooked on a virtual reality game befriends a party girl who leads her into a world of new thrills and dark secrets.
Movie;Penalty Kick;Rodrigo Triana;Colombia, Mexico;Y;29/06/2018;2018;89;Convinced Mexico will lose the World Cup qualifier without him, a soccer superfan faces an impossible choice when family obligations stand in his way.
Movie;Recovery Boys;Elaine McMillion Sheldon;United States;N;29/06/2018;2018;90;In a region ravaged by opioid abuse, four young men in a farming-based rehab forge a bond as they try to reinvent their lives after years of addiction.
Movie;TAU;Federico D'Alessandro;United States;N;29/06/2018;2018;98;Kidnapped by an inventor who uses her as a test subject to perfect his robotic AI, a street-smart young woman tries to escape her high-tech prison.
TV Show;Hotel Transylvania;;United States, Canada;Y;26/06/2018;2017;1;"With her dad away, Mavis is so ready for adventure – if strict Aunt Lydia doesn't stop her first. Set four years before the ""Hotel Transylvania"" film."
Movie;W. Kamau Bell: Private School Negro;Shannon Hartman;United States;N;26/06/2018;2018;66;"Comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid."
TV Show;Borges;;Brazil;N;25/06/2018;2018;1;Left deeply in debt after their boss flees the country, four import company employees start producing online video content to keep themselves afloat.
Movie;Expelled from Paradise;Seiji Mizushima;Japan;N;25/06/2018;2014;103;"In the wake of a global catastrophe, the human survivors are ""uploaded"" into a cyber network, but someone or something is infiltrating the system."
Movie;To Each, Her Own;Myriam Aziza;France;N;24/06/2018;2018;95;Just as Simone works up the courage to tell her conservative Jewish family she's a lesbian, she finds herself attracted to a male Senegalese chef.
TV Show;Life Sentence;;United States;N;23/06/2018;2018;1;"Cured of what she thought was terminal cancer, Stella Abbott faces a slew of experiences – good and bad – resulting from years of ""living for today."""
Movie;Brain on Fire;Gerard Barrett;United States, Canada, Ireland;Y;22/06/2018;2016;89;Stricken with seizures, psychosis and memory loss, a young New York Post reporter visits doctor after doctor in search of an elusive diagnosis.
Movie;Derren Brown: Miracle;;United Kingdom;N;22/06/2018;2018;74;"Illusionist Derren Brown reinvents the concept of ""faith healing” through a series of stunts that debunk the confines of fear, pain and disbelief."
TV Show;Marvel's Luke Cage;;United States;N;22/06/2018;2018;2;A hoodie-wearing, unbreakable ex-con fights to clear his name and save his neighborhood. He wasn't looking for a fight, but the people need a hero.
Movie;Us and Them;Rene Liu;China;N;22/06/2018;2018;119;Two strangers meet on a train and form a bond that evolves over the years. After a separation, they reconnect and reflect on their love for each other.
